D,H,Tsnow,Tmin,Tmax,Lat,Dec,e2
59,400,-13.2,-5.793,-3.844,37.90833,,
59,500,-12.31,-5.457,-4.382,37.90833,,
59,600,-12.92,-4.852,-3.374,37.90833,,
59,700,-12.5,-5.054,-3.172,37.90833,,
59,800,-11.35,-3.984,-2.573,37.90833,,
59,900,-9.16,-2.641,0.513,37.90833,,
59,1000,-6.233,-1.44,3.514,37.90833,,
59,1100,-3.676,1.964,4.915,37.90833,,
59,1200,-2.559,1.269,3.224,37.90833,,
59,1300,-2.302,1.939,5.16,37.90833,,
59,1400,-2.71,3.147,5.227,37.90833,,
59,1500,-3.587,1.335,4.355,37.90833,,
59,1600,-5.209,0.195,4.958,37.90833,,
59,1700,-10.95,-3.02,2.009,37.90833,,
59,1800,-15.88,-4.414,-3.016,37.90833,,
59,1900,-18.16,-6.341,-3.938,37.90833,,
59,2000,-20.98,-8.01,-6.139,37.90833,,
59,2100,-21.7,-8.14,-6.864,37.90833,,
59,2200,-22.16,-8.74,-7.32,37.90833,,
59,2300,-21.26,-8.73,-7.19,37.90833,,
59,2400,-22.19,-8.87,-7.19,37.90833,,
60,100,-22.95,-9.27,-8.06,37.90833,,
60,200,-22.58,-9.34,-7.66,37.90833,,
60,300,-23.28,-9.61,-8.47,37.90833,,
60,400,-23.57,-9.47,-8.39,37.90833,,
60,500,-23.83,-9,-8.06,37.90833,,
60,600,-24.07,-9,-8.06,37.90833,,
60,700,-24.41,-9.4,-8.26,37.90833,,
60,800,-24.15,-8.8,-7.99,37.90833,,
60,900,-15.35,-8.06,1.344,37.90833,,
60,1000,-8.41,0.326,3.046,37.90833,,
60,1100,-4.82,1.764,4.774,37.90833,,
60,1200,-2.563,3.627,7.11,37.90833,,
60,1300,-2.047,5.829,8.11,37.90833,,
60,1400,-2.568,4.273,7.16,37.90833,,
60,1500,-2.767,3.607,6.892,37.90833,,
60,1600,-3.981,3.809,6.623,37.90833,,
60,1700,-8.78,-1.413,4.011,37.90833,,
60,1800,-14.76,-3.474,-1.212,37.90833,,
60,1900,-17.37,-4.202,-3.12,37.90833,,
60,2000,-17.25,-4.524,-3.652,37.90833,,
60,2100,-16.85,-4.455,-2.569,37.90833,,
60,2200,-19.02,-6.129,-3.914,37.90833,,
60,2300,-19.78,-6.53,-4.918,37.90833,,
60,2400,-20.88,-6.997,-5.381,37.90833,,
61,100,-20.13,-5.851,-3.294,37.90833,,
61,200,-18.81,-5.317,-1.553,37.90833,,
61,300,-16.49,-4.448,-1.423,37.90833,,
61,400,-15.49,-3.109,-1.364,37.90833,,
61,500,-15.39,-3.116,-1.701,37.90833,,
61,600,-17.18,-3.922,-2.176,37.90833,,
61,700,-18.19,-5.127,-3.044,37.90833,,
61,800,-18.07,-5.392,-2.769,37.90833,,
61,900,-10.1,-3.374,3.462,37.90833,,
61,1000,-4.501,3.257,5.783,37.90833,,
61,1100,-1.865,3.554,7.44,37.90833,,
61,1200,-1.209,5.089,7.7,37.90833,,
61,1300,-1.103,5.548,7.83,37.90833,,
61,1400,-1.545,4.608,7.09,37.90833,,
61,1500,-1.643,4.877,6.352,37.90833,,
61,1600,-2.473,3.009,5.213,37.90833,,
61,1700,-3.352,1.744,3.48,37.90833,,
61,1800,-5.996,0.612,1.878,37.90833,,
61,1900,-7.01,0.22,0.95,37.90833,,
61,2000,-5.302,-0.047,1.094,37.90833,,
61,2100,-4.629,-0.584,0.423,37.90833,,
61,2200,-4.134,-0.047,0.624,37.90833,,
61,2300,-3.79,-0.719,0.624,37.90833,,
61,2400,-4.135,-1.389,-0.651,37.90833,,
62,100,-4.468,-2.996,-1.188,37.90833,,
62,200,-4.612,-3.396,-1.921,37.90833,,
62,300,-5.11,-3.594,-2.721,37.90833,,
62,400,-6.089,-7.09,-2.855,37.90833,,
62,500,-8.1,-9.36,-7.02,37.90833,,
62,600,-10.14,-10.97,-9.23,37.90833,,
62,700,-11.39,-12.44,-10.9,37.90833,,
62,800,-12.32,-12.84,-12.24,37.90833,,
62,900,-11.33,-12.57,-11.69,37.90833,,
62,1000,-11.89,-13.45,-11.42,37.90833,,
62,1100,-11.54,-13.45,-12.03,37.90833,,
62,1200,-11.33,-13.25,-11.63,37.90833,,
62,1300,-12.2,-13.38,-12.1,37.90833,,
62,1400,-12.62,-13.71,-12.44,37.90833,,
62,1500,-12.32,-13.58,-11.76,37.90833,,
62,1600,-12.57,-13.51,-12.57,37.90833,,
62,1700,-12.87,-13.58,-12.97,37.90833,,
62,1800,-13.04,-13.71,-13.04,37.90833,,
62,1900,-13.6,-13.71,-13.23,37.90833,,
62,2000,-14,-14.58,-13.5,37.90833,,
62,2100,-14.36,-14.91,-14.38,37.90833,,
62,2200,-14.71,-15.11,-14.71,37.90833,,
62,2300,-15.19,-15.45,-14.91,37.90833,,
62,2400,-15.8,-15.71,-15.31,37.90833,,
63,100,-16.11,-15.92,-15.51,37.90833,,
63,200,-16.02,-16.25,-15.78,37.90833,,
63,300,-16.97,-16.79,-16.05,37.90833,,
63,400,-22.31,-17.93,-16.72,37.90833,,
63,500,-20.72,-18.67,-17.12,37.90833,,
63,600,-24.54,-19.41,-18.4,37.90833,,
63,700,-31.73,-21.56,-19.47,37.90833,,
63,800,-33.31,-21.08,-18.79,37.90833,,
63,900,-23.31,-18.59,-9.04,37.90833,,
63,1000,-16.44,-11.68,-9.58,37.90833,,
63,1100,-12.79,-11.03,-8.62,37.90833,,
63,1200,-10.26,-9.76,-5.737,37.90833,,
63,1300,-8.7,-8.83,-5.474,37.90833,,
63,1400,-8.19,-8.36,-4.467,37.90833,,
63,1500,-9.05,-6.823,-4.141,37.90833,,
63,1600,-11.4,-6.09,-4.009,37.90833,,
63,1700,-17.72,-11.25,-4.546,37.90833,,
63,1800,-22.36,-12.85,-11.32,37.90833,,
63,1900,-24.79,-13.71,-12.78,37.90833,,
63,2000,-25.1,-13.7,-12.76,37.90833,,
63,2100,-23.87,-13.09,-12.28,37.90833,,
63,2200,-24.55,-13.09,-11.88,37.90833,,
63,2300,-24.48,-12.96,-11.14,37.90833,,
63,2400,-21.81,-11.61,-9.66,37.90833,,
64,100,-22.47,-11.21,-9.4,37.90833,,
64,200,-18.88,-9.47,-7.85,37.90833,,
64,300,-16.36,-8.73,-7.32,37.90833,,
64,400,-15.99,-9.28,-7.06,37.90833,,
64,500,-14,-8.74,-6.723,37.90833,,
64,600,-12.23,-9.28,-6.992,37.90833,,
64,700,-11.58,-9.21,-7.73,37.90833,,
64,800,-10.6,-8.95,-4.04,37.90833,,
64,900,-11.17,-5.321,-2.706,37.90833,,
64,1000,-9.58,-4.397,-2.178,37.90833,,
64,1100,-7.52,-4.472,-2.193,37.90833,,
64,1200,-6.139,-4.076,-1.658,37.90833,,
64,1300,-5.727,-3.612,-0.853,37.90833,,
64,1400,-6.341,-3.611,-1.257,37.90833,,
64,1500,-8.44,-4.009,-2.33,37.90833,,
64,1600,-10.64,-5.282,-2.599,37.90833,,
64,1700,-14.57,-6.219,-3.399,37.90833,,
64,1800,-12.9,-6.54,-5.811,37.90833,,
64,1900,-10.77,-10.23,-6.271,37.90833,,
64,2000,-10.33,-10.43,-9.56,37.90833,,
64,2100,-10.91,-11.83,-10.29,37.90833,,
64,2200,-12.55,-13.04,-11.77,37.90833,,
64,2300,-13.33,-13.91,-12.9,37.90833,,
64,2400,-14,-14.51,-13.77,37.90833,,
65,100,-14.26,-14.58,-14.11,37.90833,,
65,200,-15.87,-14.37,-13.03,37.90833,,
65,300,-25.11,-16.46,-13.3,37.90833,,
65,400,-20.71,-16.59,-15.51,37.90833,,
65,500,-17.4,-16.65,-15.78,37.90833,,
65,600,-19.86,-17.8,-16.45,37.90833,,
65,700,-26.01,-20.35,-17.32,37.90833,,
65,800,-33.59,-20.62,-18.59,37.90833,,
65,900,-23.18,-18.59,-14.15,37.90833,,
65,1000,-15.13,-14.7,-12.23,37.90833,,
65,1100,-9.77,-12.77,-10.29,37.90833,,
65,1200,-7.8,-11.84,-9.7,37.90833,,
65,1300,-8.05,-12.19,-9.63,37.90833,,
65,1400,-9.96,-12.59,-10.31,37.90833,,
65,1500,-11.89,-13.06,-12.05,37.90833,,
65,1600,-12.64,-13.38,-11.84,37.90833,,
65,1700,-15.74,-13.58,-12.04,37.90833,,
65,1800,-19.6,-14.99,-13.11,37.90833,,
65,1900,-21.14,-15.79,-14.98,37.90833,,
65,2000,-14.87,-15.25,-14.17,37.90833,,
65,2100,-14.65,-14.57,-14.03,37.90833,,
65,2200,-15.33,-15.18,-14.37,37.90833,,
65,2300,-15.53,-15.31,-14.98,37.90833,,
65,2400,-15.94,-15.58,-15.11,37.90833,,
66,100,-16.04,-16.05,-15.38,37.90833,-5.633,0.99154
66,200,-16.9,-16.39,-15.85,37.90833,-5.633,0.99154
66,300,-17.75,-16.93,-16.19,37.90833,-5.633,0.99154
66,400,-24.67,-18.33,-16.72,37.90833,-5.633,0.99154
66,500,-26.09,-19.34,-17.79,37.90833,-5.633,0.99154
66,600,-22.4,-19.27,-18.26,37.90833,-5.633,0.99154
66,700,-20.34,-18.8,-17.86,37.90833,-5.633,0.99154
66,800,-25.73,-18.46,-16.38,37.90833,-5.633,0.99154
66,900,-21.41,-16.31,-12.68,37.90833,-5.633,0.99154
66,1000,-16.57,-14.17,-12.49,37.90833,-5.633,0.99154
66,1100,-14,-13.91,-10.96,37.90833,-5.633,0.99154
66,1200,-11.4,-13.92,-11.57,37.90833,-5.633,0.99154
66,1300,-11.12,-14.06,-12.18,37.90833,-5.633,0.99154
66,1400,-12,-14.39,-13.12,37.90833,-5.633,0.99154
66,1500,-13.17,-14.59,-13.18,37.90833,-5.633,0.99154
66,1600,-13.98,-14.12,-12.23,37.90833,-5.633,0.99154
66,1700,-16.12,-14.05,-12.77,37.90833,-5.633,0.99154
66,1800,-19.29,-14.98,-13.91,37.90833,-5.633,0.99154
66,1900,-16.97,-15.45,-14.78,37.90833,-5.633,0.99154
66,2000,-16.16,-15.51,-15.11,37.90833,-5.633,0.99154
66,2100,-15.78,-15.31,-14.91,37.90833,-5.633,0.99154
66,2200,-15.11,-15.11,-14.71,37.90833,-5.633,0.99154
66,2300,-14.97,-14.97,-14.5,37.90833,-5.633,0.99154
66,2400,-16.29,-15.11,-14.57,37.90833,-5.633,0.99154
67,100,-17.83,-15.11,-14.64,37.90833,,
67,200,-16.87,-15.24,-14.37,37.90833,,
67,300,-16.6,-14.77,-14.17,37.90833,,
67,400,-20,-15.04,-14.17,37.90833,,
67,500,-20.88,-15.04,-14.5,37.90833,,
67,600,-21.41,-14.91,-13.36,37.90833,,
67,700,-20.43,-13.83,-12.75,37.90833,,
67,800,-19.82,-13.49,-11.61,37.90833,,
67,900,-15.02,-11.68,-9.34,37.90833,,
67,1000,-11.25,-9.67,-5.59,37.90833,,
67,1100,-8.32,-6.736,-4.19,37.90833,,
67,1200,-6.266,-5.939,-2.591,37.90833,,
67,1300,-5.97,-6.286,-4.002,37.90833,,
67,1400,-6.016,-5.883,-2.66,37.90833,,
67,1500,-6.741,-5.217,-2.531,37.90833,,
67,1600,-8.72,-4.412,-2.531,37.90833,,
67,1700,-14.49,-6.557,-3.606,37.90833,,
67,1800,-18.91,-9.56,-6.489,37.90833,,
67,1900,-21.95,-11.77,-9.43,37.90833,,
67,2000,-23.67,-12.83,-11.49,37.90833,,
67,2100,-24.75,-12.7,-11.55,37.90833,,
67,2200,-25.4,-12.76,-12.09,37.90833,,
67,2300,-24.98,-12.62,-9.53,37.90833,,
67,2400,-24.09,-10.81,-8.39,37.90833,,
68,100,-24.61,-11.42,-8.25,37.90833,,
68,200,-20.64,-10.61,-6.711,37.90833,,
68,300,-17.2,-7.45,-6.644,37.90833,,
68,400,-15.53,-7.6,-6.588,37.90833,,
68,500,-14,-7.53,-6.723,37.90833,,
68,600,-13.71,-7.67,-6.997,37.90833,,
68,700,-14.88,-8.27,-7.33,37.90833,,
68,800,-14.5,-8.01,-6.392,37.90833,,
68,900,-11.92,-7.2,-3.502,37.90833,,
68,1000,-7.79,-5.269,-3.781,37.90833,,
68,1100,-5.85,-5.946,-4.867,37.90833,,
68,1200,-4.749,-5.679,-1.921,37.90833,,
68,1300,-5.962,-6.09,-2.531,37.90833,,
68,1400,-6.618,-6.492,-4.607,37.90833,,
68,1500,-6.47,-6.017,-2.32,37.90833,,
68,1600,-6.061,-6.42,-1.849,37.90833,,
68,1700,-7.38,-7.69,-6.555,37.90833,,
68,1800,-8.07,-8.42,-7.55,37.90833,,
68,1900,-8.62,-8.69,-8.15,37.90833,,
68,2000,-9,-9.15,-8.55,37.90833,,
68,2100,-9.46,-9.42,-8.95,37.90833,,
68,2200,-9.7,-10.02,-9.22,37.90833,,
68,2300,-10.86,-10.82,-9.75,37.90833,,
68,2400,-14.57,-12.3,-10.62,37.90833,,
69,100,-20.11,-13.17,-12.23,37.90833,,
69,200,-21.74,-13.64,-12.63,37.90833,,
69,300,-19.83,-13.64,-12.89,37.90833,,
69,400,-16.57,-12.96,-12.09,37.90833,,
69,500,-21.96,-13.9,-12.22,37.90833,,
69,600,-27.21,-15.11,-13.63,37.90833,,
69,700,-27.97,-15.11,-14.5,37.90833,,
69,800,-27.71,-15.11,-10.6,37.90833,,
69,900,-16.67,-10.6,-1.316,37.90833,,
69,1000,-9.54,-6.324,-1.836,37.90833,,
69,1100,-6.286,-5.544,0.23,37.90833,,
69,1200,-5.645,-4.006,-0.919,37.90833,,
69,1300,-5.09,-3.612,-0.321,37.90833,,
69,1400,-7.78,-3.88,-0.319,37.90833,,
69,1500,-6.906,-3.405,1.495,37.90833,,
69,1600,-7.45,-4.082,0.89,37.90833,,
69,1700,-12.68,-6.293,-1.329,37.90833,,
69,1800,-18.65,-8.56,-5.957,37.90833,,
69,1900,-19.31,-9.89,-8.36,37.90833,,
69,2000,-19.71,-10.22,-9.41,37.90833,,
69,2100,-18.41,-11.29,-8.94,37.90833,,
69,2200,-19.3,-10.75,-9.07,37.90833,,
69,2300,-14.49,-10.82,-7.59,37.90833,,
69,2400,-21.15,-11.36,-8.4,37.90833,,
70,100,-22.84,-11.49,-10.61,37.90833,,
70,200,-22.31,-11.35,-9.47,37.90833,,
70,300,-24,-12.36,-10.75,37.90833,,
70,400,-24.64,-12.76,-10.94,37.90833,,
70,500,-23.73,-12.42,-9.46,37.90833,,
70,600,-22.48,-12.62,-11.15,37.90833,,
70,700,-17.95,-12.22,-10.41,37.90833,,
70,800,-13.04,-10.47,-6.78,37.90833,,
70,900,-9.64,-6.847,-4.908,37.90833,,
70,1000,-7.29,-5.651,-2.896,37.90833,,
70,1100,-6.38,-5.338,-2.707,37.90833,,
70,1200,-4.562,-4.265,-1.114,37.90833,,
70,1300,-5.526,-5.754,-2.661,37.90833,,
70,1400,-6.083,-5.352,-2.327,37.90833,,
70,1500,-4.531,-6.223,-2.393,37.90833,,
70,1600,-6.043,-7.16,-4.876,37.90833,,
70,1700,-6.826,-7.42,-5.682,37.90833,,
70,1800,-7.91,-7.95,-6.818,37.90833,,
70,1900,-8.32,-8.35,-7.82,37.90833,,
70,2000,-11.06,-9.96,-8.01,37.90833,,
70,2100,-10.76,-10.76,-9.22,37.90833,,
70,2200,-20.04,-13.11,-10.63,37.90833,,
70,2300,-25.2,-13.64,-12.23,37.90833,,
70,2400,-23.84,-13.84,-11.55,37.90833,,
71,100,-27.15,-14.37,-13.63,37.90833,,
71,200,-28.05,-14.3,-13.49,37.90833,,
71,300,-28.36,-14.23,-12.62,37.90833,,
71,400,-25.56,-12.69,-11.81,37.90833,,
71,500,-24.08,-12.28,-11.07,37.90833,,
71,600,-25.07,-12.55,-10.47,37.90833,,
71,700,-24.78,-11.95,-9.93,37.90833,,
71,800,-25.65,-11.08,-4.554,37.90833,,
71,900,-15.26,-4.419,1.889,37.90833,,
71,1000,-8.11,-0.749,1.915,37.90833,,
71,1100,-4.698,0.629,2.1,37.90833,,
71,1200,-3.35,1.283,3.692,37.90833,,
71,1300,-2.802,2.745,7.24,37.90833,,
71,1400,-2.872,3.281,6.905,37.90833,,
71,1500,-3.195,3.677,8.77,37.90833,,
71,1600,-4.572,2.801,6.555,37.90833,,
71,1700,-6.915,-1.077,3.944,37.90833,,
71,1800,-10.8,-3.005,-0.943,37.90833,,
71,1900,-14.86,-5.208,-2.937,37.90833,,
71,2000,-16.76,-6.808,-5.006,37.90833,,
71,2100,-16.55,-6.939,-5.726,37.90833,,
71,2200,-15.99,-7.13,-5.922,37.90833,,
71,2300,-14.06,-6.392,-4.309,37.90833,,
71,2400,-14.97,-5.255,-3.708,37.90833,,
72,100,-19.06,-7.2,-4.986,37.90833,,
72,200,-21.06,-8.07,-5.318,37.90833,,
72,300,-22.23,-9.34,-7.53,37.90833,,
72,400,-23.43,-9.81,-8.53,37.90833,,
72,500,-22.54,-8.94,-6.982,37.90833,,
72,600,-23.1,-9.27,-5.101,37.90833,,
72,700,-21,-6.38,-4.565,37.90833,,
72,800,-20.56,-6.857,-1.143,37.90833,,
72,900,-11.72,-1.076,2.324,37.90833,,
72,1000,-6.342,0.293,2.727,37.90833,,
72,1100,-3.936,0.276,2.692,37.90833,,
72,1200,-2.624,0.738,3.758,37.90833,,
72,1300,-2.492,0.336,3.691,37.90833,,
72,1400,-2.942,0.67,2.885,37.90833,,
72,1500,-3.688,0.137,2.885,37.90833,,
72,1600,-4.474,-0.866,1.214,37.90833,,
72,1700,-5.79,-4.078,-0.328,37.90833,,
72,1800,-6.009,-5.884,-4.011,37.90833,,
72,1900,-6.315,-6.342,-5.61,37.90833,,
72,2000,-6.665,-6.476,-6.071,37.90833,,
72,2100,-6.792,-6.874,-6.135,37.90833,,
72,2200,-7.13,-7.21,-6.471,37.90833,,
72,2300,-7.87,-7.34,-7.01,37.90833,,
72,2400,-9.07,-7.68,-7.21,37.90833,,
73,100,-13.18,-9.35,-7.47,37.90833,,
73,200,-16.43,-9.89,-8.61,37.90833,,
73,300,-21.74,-11.7,-9.08,37.90833,,
73,400,-24.63,-12.57,-10.55,37.90833,,
73,500,-23.6,-12.36,-8.53,37.90833,,
73,600,-22.81,-11.55,-8.86,37.90833,,
73,700,-23.62,-12.63,-10.07,37.90833,,
73,800,-16.74,-10.34,-3.483,37.90833,,
73,900,-8.5,-4.966,-2.226,37.90833,,
73,1000,-4.407,-4.244,0.455,37.90833,,
73,1100,-5.076,-3.941,-0.65,37.90833,,
73,1200,-5.372,-4.21,-1.86,37.90833,,
73,1300,-5.174,-3.337,-1.189,37.90833,,
73,1400,-4.682,-2.531,-0.853,37.90833,,
73,1500,-4.518,-2.397,-0.047,37.90833,,
73,1600,-4.685,-2.263,-0.786,37.90833,,
73,1700,-5.488,-1.994,-0.786,37.90833,,
73,1800,-5.787,-3.801,-1.454,37.90833,,
73,1900,-5.507,-4.204,-2.856,37.90833,,
73,2000,-5.044,-3.124,-2.587,37.90833,,
73,2100,-5.024,-3.056,-2.317,37.90833,,
73,2200,-6.771,-2.855,-2.116,37.90833,,
73,2300,-6.66,-2.385,-1.78,37.90833,,
73,2400,-6.655,-2.25,-1.847,37.90833,,
74,100,-6.727,-2.317,-1.847,37.90833,,
74,200,-7.1,-2.586,-2.116,37.90833,,
74,300,-8.1,-3.191,-2.317,37.90833,,
74,400,-8.97,-3.256,-2.788,37.90833,,
74,500,-8.47,-3.588,-3.052,37.90833,,
74,600,-9.91,-4.125,-3.453,37.90833,,
74,700,-12.25,-4.931,-3.991,37.90833,,
74,800,-13.83,-5.196,-3.985,37.90833,,
74,900,-9.68,-5.261,-3.046,37.90833,,
74,1000,-8.72,-5.737,-3.324,37.90833,,
74,1100,-8.03,-7.69,-3.325,37.90833,,
74,1200,-8.57,-8.63,-7.08,37.90833,,
74,1300,-8.31,-8.89,-5.06,37.90833,,
74,1400,-7.73,-7.62,-5.397,37.90833,,
74,1500,-8.04,-7.82,-4.73,37.90833,,
74,1600,-8.35,-8.76,-7.22,37.90833,,
74,1700,-8.74,-8.22,-7.41,37.90833,,
74,1800,-9.2,-8.95,-7.55,37.90833,,
74,1900,-10.49,-9.62,-8.62,37.90833,,
74,2000,-14.09,-10.43,-8.81,37.90833,,
74,2100,-14.79,-10.69,-9.08,37.90833,,
74,2200,-15.32,-11.36,-9.34,37.90833,,
74,2300,-14.95,-11.69,-10.48,37.90833,,
74,2400,-15.5,-11.69,-10.75,37.90833,,
75,100,-23.83,-14.78,-10.88,37.90833,,
75,200,-27.01,-14.98,-14.04,37.90833,,
75,300,-27.46,-15.24,-14.37,37.90833,,
75,400,-25.12,-15.24,-14.23,37.90833,,
75,500,-19.87,-14.43,-13.09,37.90833,,
75,600,-19.56,-13.76,-13.02,37.90833,,
75,700,-20.36,-13.56,-12.62,37.90833,,
75,800,-22.16,-12.62,-6.566,37.90833,,
75,900,-13.09,-6.498,-0.919,37.90833,,
75,1000,-9.17,-6.675,-3.973,37.90833,,
75,1100,-7.85,-7.28,-3.925,37.90833,,
75,1200,-6.548,-5.742,-3.123,37.90833,,
75,1300,-6.347,-5.883,-2.794,37.90833,,
75,1400,-6.55,-4.406,-2.66,37.90833,,
75,1500,-6.189,-3.667,-1.383,37.90833,,
75,1600,-7.45,-5.348,-3.337,37.90833,,
75,1700,-8.2,-5.01,-3.197,37.90833,,
75,1800,-11.5,-5.206,-4.131,37.90833,,
75,1900,-15.25,-5.867,-4.797,37.90833,,
75,2000,-15.93,-6.333,-5.597,37.90833,,
75,2100,-16.52,-7.07,-6.129,37.90833,,
75,2200,-17.09,-7.87,-6.936,37.90833,,
75,2300,-17.09,-8.27,-7.6,37.90833,,
75,2400,-17.93,-8.54,-8,37.90833,,
76,100,-19.32,-9.68,-8.4,37.90833,,
76,200,-22.57,-11.49,-9.21,37.90833,,
76,300,-21.75,-11.22,-10.07,37.90833,,
76,400,-18.21,-11.22,-9.81,37.90833,,
76,500,-16.47,-10.48,-9.47,37.90833,,
76,600,-18.81,-11.02,-9.47,37.90833,,
76,700,-20.96,-11.02,-9.61,37.90833,,
76,800,-20.47,-10.54,-6.375,37.90833,,
76,900,-12.56,-6.443,-3.972,37.90833,,
76,1000,-9.87,-4.715,-2.58,37.90833,,
76,1100,-8.28,-4.264,-2.254,37.90833,,
76,1200,-6.892,-4.002,-1.921,37.90833,,
76,1300,-6.554,-4.003,-1.652,37.90833,,
76,1400,-6.726,-3.398,-1.451,37.90833,,
76,1500,-7.3,-3.398,-0.913,37.90833,,
76,1600,-8.4,-4.137,-2.458,37.90833,,
76,1700,-9.1,-4.87,-3.596,37.90833,,
76,1800,-9.51,-7.89,-4.4,37.90833,,
76,1900,-9.41,-9.63,-7.75,37.90833,,
76,2000,-9.76,-10.02,-9.42,37.90833,,
76,2100,-10.13,-10.36,-9.82,37.90833,,
76,2200,-10.45,-10.82,-10.02,37.90833,,
76,2300,-10.88,-11.03,-10.62,37.90833,,
76,2400,-11.42,-11.5,-10.82,37.90833,,
77,100,-11.68,-11.63,-11.22,37.90833,,
77,200,-11.62,-11.56,-11.15,37.90833,,
77,300,-12.99,-11.83,-11.22,37.90833,,
77,400,-14.16,-12.3,-11.56,37.90833,,
77,500,-13.83,-12.43,-11.62,37.90833,,
77,600,-14.88,-13.1,-11.62,37.90833,,
77,700,-15.61,-12.49,-11.49,37.90833,,
77,800,-13.39,-12.09,-10.61,37.90833,,
77,900,-11.14,-11.28,-7.59,37.90833,,
77,1000,-9.95,-10.09,-7.8,37.90833,,
77,1100,-8.61,-9.56,-7.88,37.90833,,
77,1200,-7.78,-8.83,-5.939,37.90833,,
77,1300,-3.836,-6.951,-4.595,37.90833,,
77,1400,-4.203,-7.36,-4.539,37.90833,,
77,1500,-5.884,-7.9,-5.616,37.90833,,
77,1600,-7.12,-7.69,-4.873,37.90833,,
77,1700,-10.69,-9.17,-5.273,37.90833,,
77,1800,-15.02,-9.89,-8.83,37.90833,,
77,1900,-9.86,-10.03,-9.69,37.90833,,
77,2000,-9.75,-10.15,-9.55,37.90833,,
77,2100,-15.75,-12.44,-10.08,37.90833,,
77,2200,-15.18,-12.16,-10.42,37.90833,,
77,2300,-19.61,-12.97,-12.03,37.90833,,
77,2400,-13.67,-12.97,-10.95,37.90833,,
78,100,-14.01,-12.09,-10.68,37.90833,,
78,200,-12.28,-11.02,-10.68,37.90833,,
78,300,-15.02,-11.62,-10.88,37.90833,,
78,400,-19.01,-13.03,-11.36,37.90833,,
78,500,-18.72,-12.9,-11.89,37.90833,,
78,600,-22.22,-13.3,-12.15,37.90833,,
78,700,-22.09,-12.83,-12.29,37.90833,,
78,800,-18.83,-12.69,-10.2,37.90833,,
78,900,-13.27,-10.68,-7.93,37.90833,,
78,1000,-9.91,-8.41,-5.73,37.90833,,
78,1100,-7.17,-6.405,-3.19,37.90833,,
78,1200,-5.809,-5.012,-1.984,37.90833,,
78,1300,-5.281,-4.613,-1.793,37.90833,,
78,1400,-5.875,-5.016,-2.397,37.90833,,
78,1500,-6.535,-5.217,-2.531,37.90833,,
78,1600,-7.58,-4.948,-3.002,37.90833,,
78,1700,-10.28,-6.621,-3.333,37.90833,,
78,1800,-14.31,-8.22,-6.621,37.90833,,
78,1900,-16.88,-8.61,-8.15,37.90833,,
78,2000,-18.98,-9.68,-8.48,37.90833,,
78,2100,-20.11,-10.42,-8.74,37.90833,,
78,2200,-20.68,-10.21,-9.27,37.90833,,
78,2300,-21.71,-10.88,-9.47,37.90833,,
78,2400,-21.84,-11.42,-9.4,37.90833,,
79,100,-22.7,-12.23,-9.94,37.90833,,
79,200,-23.51,-12.63,-11.89,37.90833,,
79,300,-24.58,-13.3,-11.95,37.90833,,
79,400,-25.34,-13.02,-12.35,37.90833,,
79,500,-26.08,-13.56,-12.15,37.90833,,
79,600,-26.6,-13.49,-12.62,37.90833,,
79,700,-26.43,-13.49,-11.61,37.90833,,
79,800,-22.92,-12.22,-0.92,37.90833,,
79,900,-14.12,-3.695,2.545,37.90833,,
79,1000,-7.56,-2.115,1.768,37.90833,,
79,1100,-4.122,-0.796,3.374,37.90833,,
79,1200,-2.934,-0.597,3.425,37.90833,,
79,1300,-2.41,1.471,4.765,37.90833,,
79,1400,-3.043,1.537,3.684,37.90833,,
79,1500,-3.737,1.738,3.617,37.90833,,
79,1600,-4.398,1.604,3.214,37.90833,,
79,1700,-6.583,-1.204,2.209,37.90833,,
79,1800,-8.46,-2.869,-1.137,37.90833,,
79,1900,-11.18,-3.796,-2.723,37.90833,,
79,2000,-14.17,-5.464,-3.387,37.90833,,
79,2100,-15.98,-6.6,-5.33,37.90833,,
79,2200,-17.43,-7.61,-6.062,37.90833,,
79,2300,-18.52,-8,-7.4,37.90833,,
79,2400,-19,-8.4,-7.33,37.90833,,
80,100,-18.62,-8.34,-3.361,37.90833,0,0.9996
80,200,-19.62,-6.862,-4.504,37.90833,0,0.9996
80,300,-20.1,-7.8,-4.773,37.90833,0,0.9996
80,400,-14.76,-4.84,-1.488,37.90833,0,0.9996
80,500,-13.99,-2.64,-1.428,37.90833,0,0.9996
80,600,-14.46,-2.981,-1.639,37.90833,0,0.9996
80,700,-13.33,-2.983,-1.505,37.90833,0,0.9996
80,800,-10.6,-1.706,0.975,37.90833,0,0.9996
80,900,-4.802,0.366,2.708,37.90833,0,0.9996
80,1000,-0.944,1.89,5.501,37.90833,0,0.9996
80,1100,-1.351,1.67,4.357,37.90833,0,0.9996
80,1200,-1.16,1.604,3.818,37.90833,0,0.9996
80,1300,-0.994,1.872,3.617,37.90833,0,0.9996
80,1400,-1.668,0.798,3.416,37.90833,0,0.9996
80,1500,-2.35,0.535,2.617,37.90833,0,0.9996
80,1600,-3.262,0.005,1.483,37.90833,0,0.9996
80,1700,-4.091,-0.928,1.08,37.90833,0,0.9996
80,1800,-6.539,-1.861,-0.928,37.90833,0,0.9996
